X-box,Y-box,Width,High,Onpix,X-bar,Y-bar,X2bar,Y2bar,Xybar,X2ybr,Xy2br,X-ege,Xegvy,Y-ege,Yegvx,Class
3.0,8.0,5.0,5.0,2.0,7.0,4.0,3.0,1.0,7.0,1.0,8.0,3.0,7.0,2.0,8.0,b'A'
6.0,9.0,8.0,7.0,4.0,4.0,8.0,5.0,2.0,7.0,9.0,8.0,9.0,9.0,0.0,8.0,b'W'
6.0,12.0,4.0,6.0,2.0,7.0,8.0,7.0,6.0,11.0,7.0,7.0,2.0,9.0,5.0,8.0,b'C'
4.0,10.0,6.0,8.0,7.0,8.0,7.0,5.0,6.0,7.0,6.0,6.0,3.0,8.0,4.0,7.0,b'H'
3.0,3.0,4.0,2.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,8.0,3.0,7.0,b'D'
5.0,4.0,5.0,7.0,3.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,b'N'
3.0,5.0,4.0,4.0,2.0,3.0,9.0,4.0,7.0,11.0,10.0,12.0,1.0,9.0,2.0,6.0,b'C'
3.0,8.0,3.0,5.0,1.0,1.0,13.0,5.0,4.0,12.0,10.0,7.0,0.0,8.0,2.0,6.0,b'F'
6.0,11.0,5.0,8.0,4.0,5.0,13.0,3.0,3.0,13.0,6.0,4.0,2.0,8.0,6.0,6.0,b'J'
4.0,6.0,5.0,4.0,3.0,10.0,7.0,3.0,6.0,10.0,3.0,6.0,3.0,7.0,4.0,10.0,b'R'
1.0,0.0,2.0,1.0,0.0,6.0,7.0,6.0,9.0,7.0,6.0,14.0,0.0,8.0,4.0,10.0,b'C'
5.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,4.0,10.0,4.0,4.0,3.0,11.0,4.0,9.0,b'P'
5.0,11.0,5.0,8.0,6.0,6.0,8.0,9.0,5.0,7.0,6.0,8.0,3.0,8.0,5.0,12.0,b'R'
5.0,10.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,10.0,9.0,4.0,6.0,8.0,7.0,b'T'
6.0,9.0,6.0,4.0,3.0,6.0,7.0,4.0,3.0,10.0,9.0,6.0,3.0,10.0,4.0,4.0,b'Y'
3.0,5.0,5.0,4.0,2.0,9.0,6.0,3.0,6.0,14.0,5.0,10.0,1.0,6.0,0.0,7.0,b'J'
3.0,5.0,4.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,9.0,4.0,9.0,b'G'
2.0,5.0,4.0,4.0,2.0,6.0,12.0,2.0,3.0,8.0,11.0,8.0,2.0,10.0,1.0,8.0,b'V'
8.0,11.0,11.0,8.0,7.0,5.0,7.0,2.0,7.0,10.0,8.0,11.0,3.0,8.0,3.0,7.0,b'K'
11.0,15.0,9.0,8.0,4.0,7.0,10.0,5.0,5.0,4.0,5.0,11.0,6.0,11.0,2.0,6.0,b'N'
8.0,14.0,8.0,8.0,4.0,11.0,4.0,3.0,3.0,12.0,6.0,9.0,3.0,10.0,3.0,9.0,b'S'
3.0,2.0,5.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,2.0,9.0,4.0,9.0,b'G'
4.0,6.0,7.0,4.0,4.0,6.0,6.0,3.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,9.0,b'M'
3.0,6.0,4.0,4.0,3.0,6.0,7.0,5.0,5.0,10.0,8.0,10.0,2.0,9.0,4.0,9.0,b'G'
4.0,9.0,6.0,7.0,8.0,8.0,9.0,3.0,5.0,5.0,7.0,8.0,5.0,9.0,8.0,7.0,b'R'
6.0,11.0,8.0,8.0,12.0,8.0,7.0,5.0,4.0,7.0,7.0,7.0,8.0,10.0,10.0,10.0,b'B'
2.0,6.0,3.0,4.0,2.0,7.0,7.0,6.0,3.0,7.0,6.0,8.0,3.0,8.0,2.0,8.0,b'O'
6.0,5.0,8.0,8.0,4.0,5.0,8.0,5.0,2.0,7.0,8.0,8.0,9.0,9.0,0.0,8.0,b'W'
4.0,9.0,6.0,6.0,4.0,6.0,10.0,1.0,6.0,13.0,7.0,6.0,1.0,10.0,2.0,8.0,b'F'
5.0,11.0,5.0,8.0,3.0,3.0,8.0,6.0,11.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,b'E'
8.0,11.0,8.0,6.0,5.0,8.0,8.0,4.0,4.0,6.0,9.0,6.0,10.0,10.0,3.0,6.0,b'W'
2.0,1.0,3.0,2.0,1.0,6.0,8.0,7.0,7.0,8.0,8.0,13.0,1.0,9.0,4.0,10.0,b'C'
4.0,7.0,6.0,5.0,3.0,6.0,8.0,4.0,1.0,7.0,8.0,8.0,8.0,10.0,0.0,8.0,b'W'
7.0,11.0,9.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,8.0,7.0,8.0,3.0,7.0,b'D'
2.0,1.0,2.0,1.0,1.0,8.0,6.0,6.0,4.0,6.0,6.0,8.0,2.0,8.0,3.0,8.0,b'Q'
3.0,3.0,4.0,5.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,b'N'
1.0,3.0,2.0,2.0,1.0,7.0,7.0,4.0,4.0,6.0,6.0,5.0,2.0,8.0,5.0,9.0,b'B'
3.0,7.0,4.0,5.0,1.0,6.0,8.0,6.0,9.0,5.0,6.0,14.0,1.0,7.0,4.0,9.0,b'C'
5.0,6.0,7.0,5.0,5.0,5.0,7.0,3.0,8.0,7.0,6.0,10.0,3.0,7.0,7.0,5.0,b'T'
5.0,9.0,7.0,6.0,5.0,7.0,6.0,7.0,5.0,5.0,4.0,9.0,3.0,7.0,6.0,9.0,b'H'
3.0,11.0,3.0,8.0,4.0,7.0,7.0,0.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,b'I'
5.0,7.0,6.0,5.0,3.0,9.0,6.0,4.0,8.0,11.0,4.0,8.0,2.0,8.0,5.0,11.0,b'S'
9.0,14.0,9.0,8.0,6.0,3.0,8.0,4.0,6.0,10.0,11.0,12.0,5.0,8.0,4.0,6.0,b'K'
2.0,3.0,2.0,2.0,1.0,6.0,10.0,4.0,5.0,10.0,9.0,5.0,1.0,10.0,3.0,6.0,b'F'
4.0,8.0,4.0,6.0,3.0,7.0,6.0,11.0,4.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,b'U'
5.0,11.0,4.0,6.0,3.0,10.0,2.0,3.0,1.0,9.0,4.0,11.0,3.0,4.0,4.0,8.0,b'A'
7.0,10.0,7.0,8.0,6.0,8.0,7.0,7.0,4.0,9.0,5.0,6.0,5.0,9.0,5.0,10.0,b'O'
7.0,10.0,10.0,8.0,6.0,7.0,8.0,0.0,8.0,9.0,6.0,8.0,3.0,8.0,3.0,7.0,b'X'
5.0,10.0,7.0,8.0,7.0,8.0,8.0,4.0,5.0,7.0,6.0,7.0,7.0,7.0,6.0,9.0,b'B'
4.0,7.0,5.0,5.0,3.0,9.0,12.0,2.0,3.0,3.0,10.0,9.0,3.0,11.0,2.0,8.0,b'V'
2.0,7.0,4.0,4.0,1.0,9.0,15.0,1.0,5.0,6.0,11.0,9.0,0.0,8.0,0.0,8.0,b'T'
5.0,7.0,7.0,5.0,3.0,5.0,9.0,3.0,5.0,10.0,9.0,9.0,6.0,7.0,1.0,7.0,b'N'
6.0,9.0,5.0,4.0,2.0,6.0,5.0,3.0,7.0,10.0,4.0,12.0,2.0,6.0,6.0,8.0,b'L'
7.0,13.0,5.0,7.0,3.0,9.0,7.0,6.0,4.0,13.0,4.0,9.0,3.0,8.0,5.0,10.0,b'I'
3.0,7.0,4.0,5.0,2.0,7.0,8.0,14.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,b'H'
4.0,8.0,4.0,5.0,1.0,1.0,11.0,5.0,7.0,11.0,11.0,9.0,0.0,8.0,2.0,6.0,b'F'
5.0,11.0,7.0,8.0,8.0,6.0,7.0,3.0,9.0,7.0,6.0,10.0,1.0,8.0,11.0,5.0,b'Z'
2.0,3.0,4.0,2.0,2.0,7.0,7.0,1.0,8.0,11.0,6.0,9.0,1.0,8.0,4.0,8.0,b'E'
4.0,5.0,6.0,8.0,4.0,4.0,8.0,5.0,2.0,7.0,8.0,8.0,8.0,10.0,0.0,8.0,b'W'
2.0,1.0,2.0,2.0,1.0,8.0,7.0,6.0,4.0,8.0,5.0,8.0,2.0,8.0,8.0,8.0,b'S'
5.0,9.0,6.0,5.0,3.0,2.0,10.0,5.0,3.0,13.0,12.0,9.0,4.0,9.0,0.0,8.0,b'N'
7.0,11.0,10.0,8.0,5.0,10.0,7.0,2.0,9.0,11.0,1.0,6.0,4.0,9.0,4.0,10.0,b'X'
5.0,9.0,5.0,4.0,3.0,7.0,7.0,4.0,6.0,10.0,6.0,7.0,5.0,9.0,6.0,5.0,b'D'
5.0,10.0,7.0,8.0,6.0,7.0,10.0,5.0,4.0,12.0,5.0,3.0,1.0,10.0,3.0,8.0,b'P'
7.0,15.0,7.0,8.0,6.0,10.0,6.0,4.0,5.0,10.0,4.0,7.0,7.0,6.0,8.0,9.0,b'B'
4.0,8.0,5.0,6.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,b'X'
5.0,10.0,7.0,8.0,6.0,9.0,7.0,2.0,7.0,11.0,5.0,8.0,3.0,8.0,5.0,10.0,b'E'
7.0,6.0,6.0,9.0,3.0,6.0,12.0,2.0,3.0,10.0,10.0,6.0,4.0,11.0,5.0,7.0,b'Y'
3.0,6.0,5.0,6.0,4.0,6.0,7.0,3.0,8.0,8.0,6.0,9.0,3.0,7.0,7.0,6.0,b'T'
2.0,4.0,2.0,3.0,2.0,8.0,7.0,6.0,3.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0,b'O'
3.0,11.0,5.0,8.0,3.0,4.0,3.0,5.0,8.0,1.0,0.0,6.0,0.0,6.0,1.0,5.0,b'L'
3.0,7.0,4.0,5.0,1.0,3.0,7.0,7.0,2.0,7.0,7.0,11.0,3.0,8.0,3.0,10.0,b'K'
5.0,9.0,6.0,4.0,4.0,6.0,4.0,2.0,2.0,8.0,4.0,10.0,7.0,3.0,1.0,9.0,b'M'
2.0,0.0,2.0,1.0,0.0,6.0,7.0,6.0,9.0,7.0,6.0,14.0,0.0,8.0,4.0,10.0,b'C'
5.0,7.0,5.0,5.0,3.0,6.0,11.0,3.0,7.0,11.0,9.0,5.0,2.0,11.0,2.0,4.0,b'T'
3.0,5.0,5.0,4.0,3.0,6.0,8.0,2.0,8.0,11.0,8.0,9.0,2.0,8.0,4.0,8.0,b'E'
4.0,9.0,4.0,6.0,2.0,7.0,7.0,14.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0,b'N'
5.0,8.0,7.0,6.0,6.0,7.0,11.0,2.0,2.0,7.0,8.0,8.0,7.0,12.0,1.0,8.0,b'W'
4.0,8.0,5.0,6.0,5.0,7.0,9.0,3.0,6.0,9.0,9.0,6.0,5.0,10.0,3.0,7.0,b'F'
3.0,2.0,4.0,3.0,3.0,8.0,11.0,2.0,2.0,6.0,8.0,8.0,6.0,11.0,0.0,8.0,b'W'
5.0,10.0,6.0,8.0,5.0,6.0,6.0,6.0,5.0,9.0,7.0,12.0,3.0,8.0,5.0,9.0,b'G'
3.0,8.0,5.0,6.0,2.0,6.0,9.0,7.0,7.0,8.0,10.0,9.0,3.0,9.0,1.0,7.0,b'U'
3.0,8.0,4.0,6.0,4.0,5.0,8.0,7.0,5.0,6.0,4.0,9.0,3.0,6.0,5.0,8.0,b'R'
6.0,11.0,9.0,8.0,12.0,9.0,7.0,3.0,3.0,8.0,4.0,7.0,12.0,5.0,4.0,5.0,b'M'
6.0,11.0,6.0,8.0,6.0,7.0,7.0,13.0,1.0,6.0,6.0,8.0,5.0,8.0,0.0,8.0,b'N'
5.0,9.0,6.0,6.0,6.0,5.0,9.0,4.0,6.0,10.0,10.0,6.0,2.0,9.0,3.0,6.0,b'F'
1.0,3.0,2.0,2.0,1.0,6.0,11.0,3.0,4.0,8.0,10.0,7.0,2.0,11.0,0.0,7.0,b'T'
3.0,3.0,4.0,2.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,b'H'
5.0,5.0,5.0,6.0,3.0,5.0,12.0,8.0,3.0,7.0,2.0,9.0,3.0,7.0,6.0,11.0,b'R'
1.0,0.0,2.0,1.0,0.0,8.0,9.0,3.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0,b'V'
5.0,11.0,7.0,8.0,5.0,7.0,4.0,1.0,8.0,8.0,2.0,10.0,0.0,6.0,3.0,8.0,b'L'
10.0,15.0,9.0,8.0,6.0,7.0,10.0,4.0,6.0,13.0,5.0,3.0,4.0,9.0,7.0,5.0,b'P'
5.0,6.0,5.0,4.0,2.0,2.0,12.0,5.0,4.0,12.0,11.0,7.0,2.0,10.0,1.0,7.0,b'V'
1.0,7.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,b'I'
6.0,9.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,4.0,10.0,6.0,9.0,b'T'
5.0,11.0,6.0,8.0,4.0,7.0,8.0,8.0,5.0,10.0,8.0,7.0,4.0,7.0,5.0,9.0,b'O'
4.0,8.0,5.0,6.0,2.0,7.0,6.0,7.0,8.0,6.0,6.0,9.0,1.0,8.0,6.0,11.0,b'G'
2.0,1.0,3.0,3.0,1.0,6.0,8.0,7.0,7.0,8.0,8.0,13.0,1.0,10.0,4.0,10.0,b'C'
5.0,7.0,8.0,5.0,4.0,11.0,5.0,2.0,8.0,10.0,1.0,7.0,2.0,7.0,3.0,10.0,b'X'
1.0,3.0,2.0,1.0,1.0,6.0,12.0,2.0,3.0,8.0,11.0,8.0,2.0,11.0,0.0,8.0,b'V'
3.0,10.0,4.0,7.0,5.0,6.0,9.0,8.0,4.0,7.0,6.0,8.0,2.0,7.0,5.0,11.0,b'R'
5.0,10.0,7.0,7.0,7.0,8.0,9.0,6.0,3.0,6.0,6.0,9.0,4.0,7.0,7.0,9.0,b'E'
6.0,11.0,8.0,8.0,5.0,7.0,8.0,2.0,5.0,10.0,6.0,7.0,5.0,8.0,1.0,7.0,b'N'
5.0,5.0,6.0,6.0,3.0,7.0,6.0,15.0,0.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,b'H'
1.0,1.0,2.0,1.0,0.0,8.0,7.0,2.0,10.0,9.0,6.0,8.0,0.0,8.0,6.0,8.0,b'Z'
4.0,10.0,6.0,8.0,4.0,9.0,7.0,5.0,7.0,9.0,4.0,4.0,3.0,8.0,4.0,8.0,b'D'
4.0,9.0,6.0,7.0,6.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,8.0,5.0,2.0,7.0,b'M'
3.0,1.0,4.0,2.0,2.0,6.0,7.0,4.0,7.0,7.0,6.0,10.0,3.0,8.0,4.0,9.0,b'K'
1.0,0.0,2.0,1.0,0.0,6.0,7.0,6.0,8.0,7.0,6.0,14.0,0.0,8.0,4.0,10.0,b'C'
5.0,8.0,6.0,7.0,7.0,6.0,8.0,2.0,5.0,7.0,6.0,9.0,4.0,7.0,8.0,7.0,b'X'
5.0,9.0,7.0,6.0,7.0,9.0,7.0,5.0,5.0,6.0,7.0,6.0,10.0,7.0,4.0,6.0,b'M'
3.0,4.0,5.0,3.0,3.0,9.0,6.0,2.0,6.0,10.0,4.0,9.0,4.0,7.0,4.0,9.0,b'K'
4.0,10.0,4.0,7.0,2.0,7.0,5.0,15.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,b'U'
3.0,8.0,3.0,6.0,1.0,1.0,14.0,5.0,3.0,12.0,10.0,5.0,0.0,8.0,2.0,6.0,b'F'
5.0,8.0,7.0,7.0,7.0,7.0,9.0,4.0,8.0,7.0,7.0,8.0,3.0,10.0,8.0,6.0,b'T'
5.0,11.0,7.0,8.0,7.0,8.0,7.0,3.0,5.0,6.0,7.0,6.0,4.0,10.0,11.0,9.0,b'X'
4.0,4.0,6.0,7.0,2.0,5.0,7.0,7.0,10.0,7.0,6.0,12.0,1.0,9.0,4.0,9.0,b'C'
8.0,10.0,7.0,5.0,3.0,8.0,8.0,7.0,5.0,7.0,10.0,6.0,7.0,12.0,4.0,8.0,b'V'
3.0,9.0,4.0,6.0,3.0,7.0,4.0,3.0,1.0,6.0,2.0,8.0,2.0,7.0,3.0,8.0,b'A'
4.0,6.0,5.0,4.0,4.0,7.0,8.0,8.0,6.0,5.0,7.0,11.0,3.0,8.0,4.0,7.0,b'U'
4.0,9.0,6.0,7.0,5.0,7.0,7.0,2.0,7.0,11.0,7.0,9.0,3.0,8.0,4.0,8.0,b'E'
6.0,9.0,6.0,4.0,4.0,6.0,8.0,3.0,5.0,7.0,4.0,10.0,5.0,8.0,6.0,7.0,b'R'
4.0,7.0,5.0,5.0,5.0,9.0,6.0,4.0,3.0,8.0,5.0,8.0,3.0,9.0,9.0,9.0,b'S'
3.0,8.0,4.0,6.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,b'X'
3.0,5.0,4.0,4.0,3.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,2.0,8.0,3.0,7.0,b'D'
4.0,7.0,4.0,9.0,4.0,8.0,5.0,8.0,5.0,9.0,6.0,9.0,3.0,7.0,5.0,8.0,b'Q'
10.0,14.0,8.0,8.0,3.0,4.0,12.0,3.0,8.0,12.0,8.0,4.0,2.0,9.0,3.0,4.0,b'T'
6.0,5.0,8.0,4.0,7.0,9.0,8.0,5.0,4.0,7.0,6.0,7.0,9.0,8.0,5.0,3.0,b'M'
1.0,3.0,2.0,2.0,0.0,7.0,7.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,0.0,7.0,b'I'
1.0,0.0,1.0,1.0,0.0,7.0,7.0,6.0,5.0,6.0,5.0,9.0,1.0,7.0,5.0,10.0,b'G'
4.0,8.0,6.0,6.0,4.0,8.0,8.0,6.0,7.0,9.0,5.0,4.0,3.0,7.0,4.0,9.0,b'D'
6.0,11.0,7.0,8.0,6.0,6.0,7.0,7.0,5.0,8.0,7.0,11.0,5.0,7.0,6.0,6.0,b'G'
1.0,4.0,0.0,5.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,b'I'
5.0,4.0,6.0,6.0,2.0,6.0,7.0,7.0,11.0,7.0,6.0,14.0,1.0,8.0,4.0,9.0,b'C'
4.0,11.0,6.0,8.0,4.0,7.0,8.0,3.0,9.0,6.0,5.0,6.0,4.0,10.0,8.0,6.0,b'X'
3.0,6.0,5.0,4.0,2.0,7.0,7.0,3.0,5.0,15.0,6.0,9.0,1.0,6.0,1.0,7.0,b'J'
7.0,9.0,7.0,5.0,4.0,6.0,8.0,2.0,6.0,10.0,4.0,9.0,5.0,6.0,3.0,8.0,b'K'
5.0,9.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,b'H'
2.0,1.0,2.0,1.0,1.0,8.0,7.0,6.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,b'O'
5.0,10.0,8.0,7.0,5.0,3.0,8.0,2.0,7.0,10.0,11.0,12.0,4.0,7.0,4.0,5.0,b'K'
2.0,1.0,2.0,3.0,2.0,7.0,7.0,5.0,6.0,7.0,6.0,9.0,2.0,8.0,5.0,10.0,b'E'
2.0,4.0,4.0,3.0,2.0,7.0,9.0,4.0,3.0,12.0,5.0,3.0,1.0,10.0,2.0,8.0,b'P'
5.0,11.0,6.0,8.0,6.0,8.0,7.0,8.0,5.0,7.0,6.0,7.0,2.0,8.0,9.0,8.0,b'S'
3.0,4.0,5.0,3.0,2.0,8.0,6.0,2.0,9.0,12.0,5.0,9.0,1.0,8.0,5.0,9.0,b'Z'
4.0,11.0,5.0,8.0,4.0,6.0,8.0,9.0,8.0,7.0,5.0,7.0,3.0,8.0,9.0,10.0,b'B'
7.0,10.0,9.0,8.0,6.0,6.0,12.0,2.0,2.0,7.0,10.0,8.0,7.0,10.0,7.0,8.0,b'V'
5.0,11.0,7.0,8.0,8.0,5.0,7.0,5.0,4.0,7.0,5.0,8.0,4.0,6.0,10.0,8.0,b'K'
4.0,7.0,7.0,5.0,5.0,5.0,9.0,3.0,5.0,10.0,9.0,8.0,3.0,8.0,3.0,5.0,b'H'
4.0,3.0,4.0,4.0,2.0,7.0,7.0,12.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,b'M'
6.0,12.0,4.0,6.0,2.0,6.0,9.0,6.0,8.0,11.0,8.0,10.0,2.0,8.0,5.0,9.0,b'C'
4.0,4.0,6.0,3.0,3.0,5.0,8.0,2.0,7.0,10.0,8.0,9.0,3.0,8.0,2.0,7.0,b'K'
4.0,7.0,6.0,5.0,3.0,9.0,7.0,3.0,4.0,10.0,5.0,6.0,5.0,8.0,1.0,7.0,b'N'
3.0,7.0,4.0,5.0,3.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,2.0,8.0,9.0,8.0,b'S'
3.0,6.0,4.0,4.0,4.0,7.0,8.0,5.0,3.0,6.0,6.0,10.0,3.0,8.0,6.0,8.0,b'G'
5.0,7.0,6.0,5.0,6.0,7.0,8.0,6.0,4.0,8.0,6.0,8.0,3.0,10.0,8.0,11.0,b'F'
2.0,0.0,2.0,1.0,1.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,1.0,8.0,7.0,8.0,b'B'
5.0,11.0,6.0,9.0,4.0,5.0,8.0,11.0,9.0,8.0,7.0,5.0,3.0,8.0,4.0,8.0,b'D'
6.0,10.0,8.0,7.0,7.0,8.0,3.0,8.0,4.0,6.0,6.0,9.0,3.0,8.0,4.0,9.0,b'Q'
4.0,7.0,5.0,5.0,3.0,6.0,7.0,6.0,7.0,10.0,7.0,11.0,2.0,9.0,4.0,9.0,b'G'
4.0,8.0,6.0,6.0,8.0,9.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,8.0,7.0,b'D'
9.0,12.0,7.0,7.0,3.0,7.0,8.0,4.0,9.0,13.0,6.0,8.0,2.0,7.0,5.0,6.0,b'T'
7.0,15.0,7.0,8.0,8.0,6.0,8.0,3.0,6.0,9.0,6.0,7.0,8.0,5.0,8.0,6.0,b'B'
2.0,2.0,3.0,3.0,2.0,7.0,12.0,3.0,6.0,7.0,11.0,8.0,2.0,11.0,1.0,7.0,b'T'
1.0,3.0,2.0,1.0,0.0,7.0,7.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,b'I'
5.0,10.0,6.0,8.0,3.0,9.0,6.0,2.0,7.0,7.0,6.0,5.0,0.0,8.0,4.0,7.0,b'I'
5.0,9.0,7.0,7.0,6.0,8.0,3.0,8.0,4.0,6.0,6.0,7.0,3.0,8.0,3.0,8.0,b'Q'
3.0,7.0,5.0,5.0,3.0,7.0,7.0,8.0,5.0,6.0,5.0,6.0,3.0,8.0,3.0,8.0,b'O'
6.0,9.0,8.0,7.0,4.0,11.0,8.0,5.0,2.0,6.0,9.0,8.0,8.0,9.0,0.0,8.0,b'W'
4.0,4.0,5.0,6.0,4.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,9.0,b'B'
4.0,8.0,5.0,6.0,3.0,7.0,7.0,3.0,12.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0,b'Z'
9.0,15.0,7.0,8.0,4.0,8.0,6.0,5.0,6.0,8.0,3.0,8.0,6.0,9.0,5.0,8.0,b'O'
4.0,10.0,6.0,8.0,5.0,8.0,7.0,7.0,7.0,9.0,4.0,5.0,3.0,8.0,4.0,9.0,b'D'
2.0,7.0,3.0,5.0,1.0,14.0,2.0,6.0,5.0,14.0,2.0,11.0,0.0,7.0,0.0,8.0,b'J'
6.0,5.0,6.0,8.0,3.0,5.0,7.0,10.0,9.0,7.0,6.0,5.0,3.0,8.0,4.0,8.0,b'D'
4.0,8.0,5.0,6.0,4.0,7.0,8.0,8.0,4.0,7.0,7.0,8.0,3.0,8.0,3.0,8.0,b'O'
5.0,10.0,6.0,7.0,6.0,9.0,6.0,3.0,5.0,7.0,6.0,7.0,7.0,8.0,6.0,9.0,b'B'
4.0,6.0,6.0,4.0,5.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,7.0,4.0,8.0,b'W'
3.0,4.0,4.0,5.0,4.0,8.0,8.0,7.0,2.0,5.0,7.0,9.0,3.0,8.0,5.0,9.0,b'Q'
2.0,3.0,2.0,2.0,2.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,2.0,8.0,5.0,9.0,b'B'
3.0,7.0,6.0,5.0,4.0,7.0,11.0,2.0,2.0,6.0,9.0,8.0,7.0,11.0,1.0,8.0,b'W'
4.0,6.0,6.0,4.0,5.0,5.0,8.0,4.0,5.0,6.0,7.0,8.0,5.0,10.0,4.0,8.0,b'T'
2.0,6.0,3.0,4.0,2.0,7.0,6.0,6.0,6.0,7.0,3.0,10.0,1.0,8.0,4.0,10.0,b'G'
7.0,8.0,7.0,6.0,4.0,5.0,8.0,1.0,7.0,8.0,9.0,5.0,2.0,11.0,3.0,4.0,b'Y'
3.0,6.0,5.0,4.0,2.0,8.0,9.0,4.0,2.0,6.0,13.0,8.0,3.0,10.0,0.0,8.0,b'V'
6.0,5.0,8.0,4.0,7.0,7.0,8.0,4.0,4.0,7.0,5.0,8.0,11.0,8.0,5.0,6.0,b'M'
1.0,1.0,2.0,1.0,0.0,8.0,7.0,4.0,7.0,5.0,6.0,7.0,0.0,8.0,7.0,8.0,b'S'
5.0,5.0,6.0,3.0,3.0,4.0,8.0,5.0,8.0,10.0,9.0,9.0,3.0,9.0,2.0,6.0,b'U'
3.0,7.0,4.0,5.0,2.0,5.0,7.0,10.0,8.0,7.0,6.0,5.0,3.0,8.0,4.0,8.0,b'D'
1.0,9.0,2.0,7.0,3.0,8.0,7.0,0.0,7.0,7.0,6.0,7.0,0.0,8.0,2.0,7.0,b'I'
7.0,9.0,7.0,10.0,7.0,7.0,9.0,5.0,3.0,7.0,10.0,11.0,3.0,8.0,7.0,7.0,b'Q'
4.0,7.0,5.0,5.0,3.0,6.0,7.0,6.0,8.0,7.0,6.0,11.0,1.0,9.0,4.0,9.0,b'C'
7.0,10.0,9.0,8.0,7.0,4.0,9.0,4.0,8.0,12.0,10.0,9.0,3.0,8.0,5.0,4.0,b'E'
12.0,15.0,9.0,8.0,5.0,9.0,6.0,6.0,5.0,10.0,2.0,8.0,7.0,6.0,6.0,11.0,b'R'
6.0,10.0,6.0,8.0,3.0,8.0,4.0,15.0,6.0,7.0,15.0,8.0,3.0,9.0,0.0,8.0,b'U'
2.0,6.0,3.0,4.0,1.0,3.0,3.0,6.0,8.0,1.0,1.0,5.0,0.0,7.0,1.0,6.0,b'L'
3.0,6.0,3.0,4.0,2.0,5.0,12.0,4.0,5.0,11.0,9.0,5.0,2.0,12.0,1.0,5.0,b'T'
5.0,10.0,5.0,8.0,4.0,9.0,8.0,2.0,4.0,11.0,6.0,7.0,2.0,10.0,6.0,12.0,b'J'
10.0,14.0,9.0,8.0,4.0,6.0,4.0,4.0,6.0,4.0,7.0,6.0,6.0,5.0,2.0,7.0,b'U'
4.0,7.0,5.0,5.0,3.0,9.0,8.0,4.0,6.0,9.0,3.0,7.0,3.0,6.0,4.0,11.0,b'R'
1.0,0.0,1.0,0.0,0.0,8.0,7.0,5.0,4.0,6.0,5.0,9.0,1.0,8.0,4.0,10.0,b'G'
5.0,5.0,6.0,4.0,3.0,5.0,8.0,5.0,8.0,10.0,8.0,9.0,3.0,9.0,3.0,5.0,b'U'
